CDCN,Campus Name,CDN,Charter,Site Street Address,Site City,Site Zip5,Address,Enrollment,Grade,Latitude,Longitude,Phone,Website,ObjectId,x,y
015802004,RUTH JONES MCCLENDON MIDDLE,015802,GEORGE GERVIN ACADEMY,3460 NE PKWY,SAN ANTONIO,"78,218","3460 NE PKWY, SAN ANTONIO, TX 78218",69,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.49,-98.43,(210) 568-8800,www.gervin-school.org/,657,-10957014.507047396,3438482.6281376947
227806053,SAFE HAVEN,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,28158 SH 6,HEMPSTEAD,"77,445","28158 SH 6, HEMPSTEAD, TX 77445",9,06 07 08 09 10 11 12,30.19,-96.06,(512) 633-0795,www.utcharter.org,658,-10693645.684115823,3527757.2696928973
236802101,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,22801 ALDINE WESTFIELD RD,SPRING,"77,373","22801 ALDINE WESTFIELD RD, SPRING, TX 77373",432,KG 01 02 03 04 05 06,30.04,-95.38,(936) 294-1103,www.shsu.edu/charter-school,659,-10618184.035852272,3509302.936707031
015840001,SAN ANTONIO PREPARATORY,015840,SAN ANTONIO PREPARATORY SCHOOLS,6127 SUMMER FEST DR,SAN ANTONIO,"78,244","6127 SUMMER FEST DR, SAN ANTONIO, TX 78244",205,05 06 07 08 09 10 11 12,29.47,-98.36,(210) 473-2698,www.saprep.org,660,-10949872.34870564,3435306.520252615
101840103,TWO DIMENSIONS/VICKERY,101840,TWO DIMENSIONS PREPARATORY ACADEMY,12330 VICKERY ST,HOUSTON,"77,039","12330 VICKERY ST, HOUSTON, TX 77039",212,PK KG 01 02 03 04 05 06 07 08,29.90,-95.32,(281) 987-7300,www.twodimensions.org,661,-10611357.488304423,3491124.2790455534
221801046,TYLER CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,3405 E GRANDE BLVD,TYLER,"75,707","3405 E GRANDE BLVD, TYLER, TX 75707",588,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.28,-95.25,(972) 316-3663,www.responsiveed.com,662,-10603303.50978719,3799901.09298182
057845003,UME MANSFIELD EL,057845,UME PREPARATORY ACADEMY,2351 COUNTRY CLUB DR,Mansfield,"76,063","2351 COUNTRY CLUB DR, Mansfield, TX 76063",59,KG 01 02 03 04 05 06,32.60,-97.10,(214) 445-6243,www.umeprep.org,663,-10809257.804755397,3842112.8558394727
057845001,UME PREPARATORY ACADEMY,057845,UME PREPARATORY ACADEMY,3838 SPUR 408,DALLAS,"75,236","3838 SPUR 408, DALLAS, TX 75236","1,103",KG 01 02 03 04 05 06 07 08 09 10 11 12,32.70,-96.93,(214) 445-6243,www.umeprep.org,664,-10790717.214058084,3854931.870785797
057845002,UME PREPARATORY ACADEMY - DUNCANVILLE,057845,UME PREPARATORY ACADEMY,415 N CEDAR RIDGE DR,DUNCANVILLE,"75,116","415 N CEDAR RIDGE DR, DUNCANVILLE, TX 75116",203,KG 01 02 03 04 05 06,32.66,-96.93,(972) 296-0084,www.umeprep.org,665,-10789735.743503608,3849720.9891671403
057808101,UNIVERSAL ACADEMY,057808,UNIVERSAL ACADEMY,2616 N MACARTHUR BLVD,IRVING,"75,062","2616 N MACARTHUR BLVD, IRVING, TX 75062",726,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.84,-96.96,(972) 255-1800,universalacademy.com,666,-10793272.4973095,3874491.4151313226
057808102,UNIVERSAL ACADEMY - COPPELL,057808,UNIVERSAL ACADEMY,1001 E SANDY LAKE RD,COPPELL,"75,019","1001 E SANDY LAKE RD, COPPELL, TX 75019","1,329",PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.97,-96.96,(972) 393-5834,universalacademy.com,667,-10793184.379026977,3891232.2165025813
227806043,UNIVERSITY H S,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2007 UNIVERSITY DR,AUSTIN,"78,705","2007 UNIVERSITY DR, AUSTIN, TX 78705",8,09 10 11 12,30.28,-97.74,(512) 751-4534,www.utcharter.org,668,-10880286.37916348,3540019.834633682
227819101,UNIVERSITY OF TEXAS EL CHARTER SCHOOL,227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,2200 E 6TH ST,AUSTIN,"78,702","2200 E 6TH ST, AUSTIN, TX 78702",302,PK KG 01 02 03 04 05,30.26,-97.72,(512) 495-3300,utelementary.org,669,-10877944.495375914,3537074.448834394
227806041,UNLIMITED VISIONS AFTERCARE,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,907 PRESTON DR,PASADENA,"77,503","907 PRESTON DR, PASADENA, TX 77503",0,06 07 08 09 10 11 12,29.70,-95.17,(512) 633-0795,www.utcharter.org,670,-10594497.408922778,3464603.891946581
057803017,UPLIFT ASCEND,057803,UPLIFT EDUCATION,3301 TURF PARADISE PKWY,FORT WORTH,"76,140","3301 TURF PARADISE PKWY, FORT WORTH, TX 76140",883,PK KG 01 02 03 04 05,32.64,-97.27,(469) 621-8500,www.uplifteducation.org,671,-10828407.834042566,3847020.5188208637
057803051,UPLIFT ASCEND MIDDLE,057803,UPLIFT EDUCATION,3301 TURF PARADISE PKWY,FORT WORTH,"76,140","3301 TURF PARADISE PKWY, FORT WORTH, TX 76140",617,06 07 08,32.64,-97.27,(817) 768-4300,www.uplifteducation.org,672,-10828407.834042566,3847020.5188208637
057803010,UPLIFT ATLAS PREPARATORY - H S,057803,UPLIFT EDUCATION,4600 BRYAN ST BLDG 2,DALLAS,"75,204","4600 BRYAN ST BLDG 2, DALLAS, TX 75204",495,09 10 11 12,32.80,-96.78,(214) 821-7325,www.uplifteducation.org,673,-10772984.019174717,3868936.949326026
057803048,UPLIFT ATLAS PREPARATORY - MIDDLE,057803,UPLIFT EDUCATION,4600 BRYAN ST,DALLAS,"75,204","4600 BRYAN ST, DALLAS, TX 75204",425,06 07 08,32.80,-96.78,(214) 821-7325,www.uplifteducation.org,674,-10772984.019174717,3868936.949326026
057803110,UPLIFT ATLAS PREPARATORY - PRI,057803,UPLIFT EDUCATION,1835 YOUNG ST,DALLAS,"75,201","1835 YOUNG ST, DALLAS, TX 75201",660,PK KG 01 02 03 04 05,32.78,-96.80,(214) 821-7325,www.uplifteducation.org,675,-10775273.705253048,3865995.7507818714
057803115,UPLIFT CRESCENDO PREPARATORY PRI,057803,UPLIFT EDUCATION,1200 COOKS LN,FORT WORTH,"76,120","1200 COOKS LN, FORT WORTH, TX 76120",398,PK KG 01 02 03 04 05,32.76,-97.18,(469) 621-8500,uplifteducation.org/uplift-crescendo/,676,-10818397.695999758,3863770.1825011754
057803101,UPLIFT EDUCATIION-NORTH HILLS PREP PRI,057803,UPLIFT EDUCATION,606 E ROYAL LN,IRVING,"75,039","606 E ROYAL LN, IRVING, TX 75039",563,EE PK KG 01 02 03 04 05,32.90,-96.94,(972) 501-0645,www.uplifteducation.org,677,-10790757.407073433,3881453.614185521
057803043,UPLIFT EDUCATION - INFINITY PREPARATORY MIDDLE SCH,057803,UPLIFT EDUCATION,1401 S MACARTHUR BLVD,IRVING,"75,060","1401 S MACARTHUR BLVD, IRVING, TX 75060",345,06 07 08,32.80,-96.96,(469) 621-9200,www.uplifteducation.org,678,-10793453.173295837,3868780.1095900815
057803102,UPLIFT EDUCATION - INFINITY PREPARATORY PRI,057803,UPLIFT EDUCATION,1401 S MACARTHUR BLVD,IRVING,"75,060","1401 S MACARTHUR BLVD, IRVING, TX 75060",513,PK KG 01 02 03 04 05,32.80,-96.96,(469) 621-9200,www.uplifteducation.org,679,-10793453.173295837,3868780.1095900815
057803003,UPLIFT EDUCATION - UPLIFT GRAND PREPARATORY,057803,UPLIFT EDUCATION,300 E CHURCH ST,GRAND PRAIRIE,"75,050","300 E CHURCH ST, GRAND PRAIRIE, TX 75050",737,PK KG 01 02 03 04 05,32.75,-97.00,(972) 854-0600,www.uplifteducation.org,680,-10798162.496486465,3861757.5560359443
057803002,UPLIFT EDUCATION-NORTH HILLS PREP H S,057803,UPLIFT EDUCATION,606 E ROYAL LN,IRVING,"75,039","606 E ROYAL LN, IRVING, TX 75039",494,09 10 11 12,32.90,-96.94,(972) 501-0645,www.uplifteducation.org,681,-10790757.407073433,3881453.614185521
057803041,UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE,057803,UPLIFT EDUCATION,606 E ROYAL LN,IRVING,"75,039","606 E ROYAL LN, IRVING, TX 75039",484,06 07 08,32.90,-96.94,(972) 501-0645,www.uplifteducation.org,682,-10790757.407073433,3881453.614185521
057803050,UPLIFT ELEVATE PREPARATORY MIDDLE,057803,UPLIFT EDUCATION,10800 CHAPIN RD,FORT WORTH,"76,108","10800 CHAPIN RD, FORT WORTH, TX 76108",269,06 07 08,32.73,-97.51,(817) 764-3600,www.uplifteducation.org,683,-10855318.886795826,3859783.990897092
057803018,UPLIFT ELEVATE PREPARATORY SCHOOL,057803,UPLIFT EDUCATION,10800 CHAPIN RD,FORT WORTH,"76,008","10800 CHAPIN RD, FORT WORTH, TX 76008",521,PK KG 01 02 03 04 05,32.73,-97.52,(469) 621-8500,www.uplifteducation.org,684,-10855721.863352498,3860131.2106422335
057803103,UPLIFT GRADUS PREPARATORY,057803,UPLIFT EDUCATION,121 SEAHAWK DR,DESOTO,"75,115","121 SEAHAWK DR, DESOTO, TX 75115",550,PK KG 01 02 03 04 05,32.62,-96.86,(214) 451-5551,www.uplifteducation.org,685,-10781885.15126203,3845418.4312641514
057803016,UPLIFT GRAND H S,057803,UPLIFT EDUCATION,300 E CHURCH ST,GRAND PRAIRIE,"75,050","300 E CHURCH ST, GRAND PRAIRIE, TX 75050",366,09 10 11 12,32.75,-97.00,(972) 854-0600,www.uplifteducation.org,686,-10798162.496486465,3861757.5560359443
057803011,UPLIFT GRAND SECONDARY,057803,UPLIFT EDUCATION,300 E CHURCH ST,GRAND PRAIRIE,"75,050","300 E CHURCH ST, GRAND PRAIRIE, TX 75050",517,06 07 08,32.75,-97.00,(972) 854-0600,www.uplifteducation.org,687,-10798162.496486465,3861757.5560359443
057803007,UPLIFT HAMPTON PREPARATORY H S,057803,UPLIFT EDUCATION,8915 S HAMPTON RD,DALLAS,"75,237","8915 S HAMPTON RD, DALLAS, TX 75237",357,09 10 11 12,32.64,-96.86,(214) 421-1982,www.uplifteducation.org,688,-10782213.796455113,3847562.5623541507
057803044,UPLIFT HAMPTON PREPARATORY MIDDLE,057803,UPLIFT EDUCATION,8915 S HAMPTON RD,DALLAS,"75,237","8915 S HAMPTON RD, DALLAS, TX 75237",455,06 07 08,32.64,-96.86,(214) 421-1982,www.uplifteducation.org,689,-10782213.796455113,3847562.5623541507
057803111,UPLIFT HAMPTON PREPARATORY PRI,057803,UPLIFT EDUCATION,8915 S HAMPTON RD,DALLAS,"75,237","8915 S HAMPTON RD, DALLAS, TX 75237",585,KG 01 02 03 04 05,32.64,-96.86,(214) 421-1982,www.uplifteducation.org,690,-10782213.796455113,3847562.5623541507
057803006,UPLIFT HEIGHTS PREPARATORY H S,057803,UPLIFT EDUCATION,2650 CANADA DR,DALLAS,"75,212","2650 CANADA DR, DALLAS, TX 75212",547,09 10 11 12,32.79,-96.87,(214) 442-7094,www.uplifteducation.org,691,-10783016.969920773,3867807.262007348
057803046,UPLIFT HEIGHTS PREPARATORY MIDDLE,057803,UPLIFT EDUCATION,2650 CANADA DR,DALLAS,"75,212","2650 CANADA DR, DALLAS, TX 75212",525,06 07 08,32.79,-96.87,(214) 442-7094,www.uplifteducation.org,692,-10783016.969920773,3867807.262007348
057803104,UPLIFT HEIGHTS PREPARATORY PRI,057803,UPLIFT EDUCATION,2202 CALYPSO ST,DALLAS,"75,212","2202 CALYPSO ST, DALLAS, TX 75212",956,PK KG 01 02 03 04 05,32.79,-96.86,(214) 873-9700,www.uplifteducation.org,693,-10782159.052869126,3867632.9908519154
057803013,UPLIFT INFINITY H S,057803,UPLIFT EDUCATION,1401 S MACARTHUR BLVD,IRVING,"75,060","1401 S MACARTHUR BLVD, IRVING, TX 75060",346,09 10 11 12,32.80,-96.96,(469) 621-9200,www.uplifteducation.org,694,-10793453.173295837,3868780.1095900815
057803005,UPLIFT LUNA PREPARATORY H S,057803,UPLIFT EDUCATION,2625 ELM ST,DALLAS,"75,226","2625 ELM ST, DALLAS, TX 75226",546,09 10 11 12,32.78,-96.79,(214) 445-3300,www.uplifteducation.org,695,-10774095.599950032,3866770.2381058093
057803107,UPLIFT LUNA PREPARATORY PRI,057803,UPLIFT EDUCATION,2020 N LAMAR STE 100,DALLAS,"75,202","2020 N LAMAR STE 100, DALLAS, TX 75202",456,PK KG 01 02 03 04 05,32.78,-96.81,(214) 442-7882,www.uplifteducation.org,696,-10776484.571882203,3866654.6437024362
057803012,UPLIFT LUNA SECONDARY SCHOOL,057803,UPLIFT EDUCATION,2625 ELM ST,DALLAS,"75,226","2625 ELM ST, DALLAS, TX 75226",527,06 07 08,32.78,-96.79,(214) 445-3300,www.uplifteducation.org,697,-10774095.599950032,3866770.2381058093
057803108,UPLIFT MERIDIAN SCHOOL,057803,UPLIFT EDUCATION,1801 S BEACH ST,FORT WORTH,"76,105","1801 S BEACH ST, FORT WORTH, TX 76105",522,PK KG 01 02 03 04 05 06 07 08,32.73,-97.29,(817) 288-1700,www.uplifteducation.org,698,-10830062.36450228,3859054.1190340267
057803014,UPLIFT MIGHTY H S,057803,UPLIFT EDUCATION,3700 MIGHTY MITE DR,FORT WORTH,"76,105","3700 MIGHTY MITE DR, FORT WORTH, TX 76105",418,09 10 11 12,32.71,-97.28,(817) 288-3800,www.uplifteducation.org,699,-10829402.620634533,3856903.9563376787
057803049,UPLIFT MIGHTY MIDDLE,057803,UPLIFT EDUCATION,3700 MIGHTY MITE DR,FORT WORTH,"76,105","3700 MIGHTY MITE DR, FORT WORTH, TX 76105",549,06 07 08,32.71,-97.28,(817) 288-3800,www.uplifteducation.org,700,-10829402.620634533,3856903.9563376787
057803008,UPLIFT MIGHTY SCHOOL,057803,UPLIFT EDUCATION,3700 MIGHTY MITE DR,FORT WORTH,"76,105","3700 MIGHTY MITE DR, FORT WORTH, TX 76105",580,PK KG 01 02 03 04 05,32.71,-97.28,(817) 288-3800,www.uplifteducation.org,701,-10829402.620634533,3856903.9563376787
057803105,UPLIFT PINNACLE PREPARATORY PRI,057803,UPLIFT EDUCATION,2510 S VERNON AVE,DALLAS,"75,224","2510 S VERNON AVE, DALLAS, TX 75224",378,EE PK KG 01 02 03 04 05,32.72,-96.84,(214) 442-6100,www.uplifteducation.org,702,-10779817.035498174,3858387.2221532003
057803009,UPLIFT SUMMIT INTERNATIONAL H S,057803,UPLIFT EDUCATION,1305 N CENTER ST,ARLINGTON,"76,011","1305 N CENTER ST, ARLINGTON, TX 76011",464,09 10 11 12,32.75,-97.10,(817) 287-5121,www.uplifteducation.org,703,-10809460.05445905,3862713.195700411
057803047,UPLIFT SUMMIT INTERNATIONAL MIDDLE,057803,UPLIFT EDUCATION,1305 N CENTER ST,ARLINGTON,"76,011","1305 N CENTER ST, ARLINGTON, TX 76011",516,06 07 08,32.75,-97.10,(817) 287-5121,www.uplifteducation.org,704,-10809460.05445905,3862713.195700411
057803109,UPLIFT SUMMIT INTERNATIONAL PRI,057803,UPLIFT EDUCATION,1305 N CENTER ST,ARLINGTON,"76,011","1305 N CENTER ST, ARLINGTON, TX 76011",657,EE PK KG 01 02 03 04 05,32.75,-97.10,(817) 287-5121,www.uplifteducation.org,705,-10809460.05445905,3862713.195700411
057803106,UPLIFT TRIUMPH PREPARATORY SCHOOL,057803,UPLIFT EDUCATION,9411 HARGROVE ST,DALLAS,"75,220","9411 HARGROVE ST, DALLAS, TX 75220",478,EE PK KG 01 02 03 04 05,32.86,-96.86,(214) 590-5100,www.uplifteducation.org,706,-10782805.904826643,3876709.6422944125
057803114,UPLIFT WHITE ROCK HILLS PREP,057803,UPLIFT EDUCATION,7370 VALLEY GLEN RD,DALLAS,"75,228","7370 VALLEY GLEN RD, DALLAS, TX 75228",636,PK KG 01 02 03 04 05,32.80,-96.72,(469) 621-8500,www.uplifteducation.org,707,-10767215.93296757,3868511.6494889115
057803004,UPLIFT WILLIAMS PREPARATORY H S,057803,UPLIFT EDUCATION,1750 VICEROY DR,DALLAS,"75,235","1750 VICEROY DR, DALLAS, TX 75235",577,09 10 11 12,32.84,-96.87,(214) 276-0352,www.uplifteducation.org,708,-10783387.868652977,3873587.489632575
057803045,UPLIFT WILLIAMS PREPARATORY MIDDLE,057803,UPLIFT EDUCATION,1750 VICEROY DR,DALLAS,"75,235","1750 VICEROY DR, DALLAS, TX 75235",518,06 07 08,32.84,-96.87,(214) 276-0352,www.uplifteducation.org,709,-10783387.868652977,3873587.489632575
057803112,UPLIFT WILLIAMS PREPARATORY PRI,057803,UPLIFT EDUCATION,1750 VICEROY DR,DALLAS,"75,235","1750 VICEROY DR, DALLAS, TX 75235",583,EE PK KG 01 02 03 04 05,32.84,-96.87,(214) 276-0352,www.uplifteducation.org,710,-10783387.868652977,3873587.489632575
057803015,UPLIFT WISDOM SECONDARY,057803,UPLIFT EDUCATION,301 W CAMP WISDOM RD,DALLAS,"75,232","301 W CAMP WISDOM RD, DALLAS, TX 75232",397,EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.66,-96.83,(469) 621-8500,www.uplifteducation.org,711,-10778599.5932267,3850576.0948286294
227806034,UT - UNIVERSITY CHARTER SCHOOL AT HIGH POINT,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1603 BABCOCK RD STE 148,SAN ANTONIO,"78,229","1603 BABCOCK RD STE 148, SAN ANTONIO, TX 78229",39,KG 01 02 03 04 05 06 07 08 09 10 11 12,29.49,-98.57,(210) 834-4127,www.utcharter.org,712,-10972630.73917435,3438459.607653404
212804102,UT TYLER UNIVERSITY ACADEMY AT LONGVIEW,212804,UT TYLER UNIVERSITY ACADEMY,3201 N EASTMAN RD,LONGVIEW,"75,705","3201 N EASTMAN RD, LONGVIEW, TX 75705",259,01 02 03 04 05 06 07 08 09 10 11 12,32.56,-94.73,(903) 663-8219,www.uttia.org,713,-10545601.380126996,3836701.4436954837
212804103,UT TYLER UNIVERSITY ACADEMY AT PALESTINE,212804,UT TYLER UNIVERSITY ACADEMY,100 UNIVERSITY BLVD,PALESTINE,"75,801","100 UNIVERSITY BLVD, PALESTINE, TX 75801",239,KG 01 02 03 04 05 06 07 08 09 10 11 12,31.77,-95.66,(903) 727-2326,www.uttia.org,714,-10648812.080912162,3732667.051963067
212804001,UT TYLER UNIVERSITY ACADEMY AT TYLER,212804,UT TYLER UNIVERSITY ACADEMY,3900 UNIVERSITY BLVD,TYLER,"75,799","3900 UNIVERSITY BLVD, TYLER, TX 75799",355,KG 01 02 03 04 05 06 07 08 09 10 11 12,32.32,-95.25,(903) 730-3988,www.uttia.org,715,-10603435.64045679,3804894.7931814217
068803001,UTPB STEM ACADEMY,068803,UTPB STEM ACADEMY,4901 E UNIVERSITY BLVD,ODESSA,"79,762","4901 E UNIVERSITY BLVD, ODESSA, TX 79762",763,KG 01 02 03 04 05 06 07 08 09 10 11 12,31.89,-102.32,(432) 552-2580,www.utpb.edu/academics/utpb-stem-academy/index,716,-11390668.266352873,3748640.1369619453
227829002,VALOR NORTH AUSTIN,227829,VALOR PUBLIC SCHOOLS,14200 N INTERSTATE 35,AUSTIN,"78,728","14200 N INTERSTATE 35, AUSTIN, TX 78728",696,KG 01 02 03 04 05 06 07 08 09,30.62,-97.69,(512) 646-4168,www.valorpublicschools.org,717,-10874899.06127459,3583227.536857694
227829001,VALOR SOUTH AUSTIN,227829,VALOR PUBLIC SCHOOLS,220 FOREMOST DR,AUSTIN,"78,745","220 FOREMOST DR, AUSTIN, TX 78745",682,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.18,-97.78,(512) 646-4170,www.valorpublicschools.org,718,-10884839.809426006,3526519.9522031485
108808105,VANGUARD BEETHOVEN,108808,VANGUARD ACADEMY,2215 S VETERANS BLVD,EDINBURG,"78,539","2215 S VETERANS BLVD, EDINBURG, TX 78539","1,313",EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,26.28,-98.16,(956) 318-0211,www.vanguardacademy.education,719,-10926852.045738997,3033891.065133821
108808104,VANGUARD MOZART,108808,VANGUARD ACADEMY,155 E BUSINESS 83,ALAMO,"78,516","155 E BUSINESS 83, ALAMO, TX 78516","1,161",EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,26.18,-98.10,(956) 223-2030,www.vanguardacademy.education,720,-10920362.898662183,3021010.1669291314
108808103,VANGUARD PICASSO,108808,VANGUARD ACADEMY,901 S ATHOL,PHARR,"78,577","901 S ATHOL, PHARR, TX 78577",486,EE PK KG 01 02 03 04 05,26.19,-98.18,(956) 702-0134,www.vanguardacademy.education,721,-10929694.36629742,3022129.934605963
108808101,VANGUARD REMBRANDT,108808,VANGUARD ACADEMY,1200 E KELLY AVE,PHARR,"78,577","1200 E KELLY AVE, PHARR, TX 78577","1,811",EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,26.19,-98.17,(956) 283-0600,www.vanguardacademy.education,722,-10928393.985439328,3022587.4132537623
108808106,VANGUARD VAN GOGH,108808,VANGUARD ACADEMY,1407 W MOORE RD,PHARR,"78,577","1407 W MOORE RD, PHARR, TX 78577",593,EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,26.18,-98.20,(956) 403-5000,www.vanguardacademy.education,723,-10931899.048812581,3020850.2780783167
101814101,VARNETT CHARTER SCHOOL,101814,THE VARNETT PUBLIC SCHOOL,5025 S WILLOW DR,HOUSTON,"77,035","5025 S WILLOW DR, HOUSTON, TX 77035",516,PK KG 01 02 03 04 05 06 07 08,29.66,-95.47,(713) 723-4699,www.varnett.org,724,-10627323.58645899,3459558.784024418
057847001,VILLAGE TECH SCHOOLS,057847,VILLAGE TECH SCHOOLS,402 W DANIELDALE RD,DUNCANVILLE,"75,137","402 W DANIELDALE RD, DUNCANVILLE, TX 75137","1,232",PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.63,-96.92,(469) 454-4441,www.villagetechschools.org,725,-10788677.30999278,3846636.257206481
221801048,VISTA ACADEMY OF AUSTIN-MUELLER,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,1504 E 51ST ST BLDG E,AUSTIN,"78,723","1504 E 51ST ST BLDG E, AUSTIN, TX 78723",137,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,30.31,-97.70,(972) 316-3663,www.responsiveed.com,726,-10876103.69401226,3542846.188552827
221801052,VISTA ACADEMY OF BEAUMONT,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,10255 EASTEX FWY,BEAUMONT,"77,708","10255 EASTEX FWY, BEAUMONT, TX 77708",179,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,30.16,-94.18,(972) 316-3663,www.responsiveed.com,727,-10484543.08470485,3524716.8646563473
221801026,VISTA ACADEMY OF GARLAND,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,3024 ANITA DR,GARLAND,"75,041","3024 ANITA DR, GARLAND, TX 75041",350,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.88,-96.65,(972) 840-1100,www.responsiveed.com,728,-10758942.976766802,3879441.578617732
221801057,VISTA ACADEMY OF HUMBLE,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,901 WILSON RD,HUMBLE,"77,338","901 WILSON RD, HUMBLE, TX 77338",257,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.99,-95.25,(972) 316-3663,www.responsiveed.com,729,-10602952.235568019,3501814.276813364
221801055,VISTA ACADEMY OF PASADENA,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,6109 FAIRMONT PKWY,PASADENA,"77,505","6109 FAIRMONT PKWY, PASADENA, TX 77505",204,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.65,-95.15,(972) 316-3663,www.responsiveed.com,730,-10591527.349248668,3458953.688864989
221801050,VISTA ACADEMY OF THE WOODLANDS,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,6565 RESEARCH FOREST DR,THE WOODLANDS,"77,381","6565 RESEARCH FOREST DR, THE WOODLANDS, TX 77381",357,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,30.20,-95.51,(972) 316-3663,www.responsiveed.com,731,-10632168.92648264,3529289.1231563375
071809001,VISTA DEL FUTURO CHARTER SCHOOL,071809,VISTA DEL FUTURO CHARTER SCHOOL,1671 BOB HOPE DR,EL PASO,"79,936","1671 BOB HOPE DR, EL PASO, TX 79936",340,PK KG 01 02 03 04 05 06,31.75,-106.27,(915) 855-8143,www.burnhamwood.org,732,-11830127.39276297,3729991.2108367854
161801101,WACO CHARTER SCHOOL,161801,WACO CHARTER SCHOOL,615 N 25TH ST,WACO,"76,707","615 N 25TH ST, WACO, TX 76707",193,PK KG 01 02 03 04 05,31.54,-97.15,(254) 754-8169,www.eoacwaco.org/waco-charter-school,733,-10815221.05295422,3703655.085364209
227803103,WAYSIDE ALTAMIRA ACADEMY,227803,WAYSIDE SCHOOLS,10704 BRADSHAW RD,AUSTIN,"78,747","10704 BRADSHAW RD, AUSTIN, TX 78747",289,PK KG 01 02 03 04 05,30.14,-97.77,(512) 220-9105,www.waysideschools.org,734,-10884244.542920522,3521037.5865496728
227803101,WAYSIDE EDEN PARK ACADEMY,227803,WAYSIDE SCHOOLS,6215 MENCHACA RD,AUSTIN,"78,745","6215 MENCHACA RD, AUSTIN, TX 78745",213,PK KG 01 02 03 04 05,30.21,-97.80,(512) 220-9106,www.waysideschools.org,735,-10887488.80142477,3530564.164779969
227803102,WAYSIDE REAL LEARNING ACADEMY,227803,WAYSIDE SCHOOLS,6405 S IH 35,AUSTIN,"78,744","6405 S IH 35, AUSTIN, TX 78744",562,PK KG 01 02 03 04 05,30.19,-97.77,(512) 438-7325,www.waysideschools.org,736,-10883410.727651829,3528205.308306911
227803001,WAYSIDE SCI-TECH MIDDLE AND H S,227803,WAYSIDE SCHOOLS,6405 S IH 35,AUSTIN,"78,744","6405 S IH 35, AUSTIN, TX 78744",579,06 07 08 09 10 11 12,30.19,-97.77,(512) 220-9120,www.waysideschools.org,737,-10883410.727651829,3528205.308306911
221801069,WESTCHASE CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,10570 WESTPARK DR,HOUSTON,"77,042","10570 WESTPARK DR, HOUSTON, TX 77042",327,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.72,-95.56,(972) 316-3663,www.responsiveed.com,738,-10637205.23175316,3467900.823666507
220810001,WESTLAKE ACADEMY,220810,WESTLAKE ACADEMY CHARTER SCHOOL,2600 J T OTTINGER RD,WESTLAKE,"76,262","2600 J T OTTINGER RD, WESTLAKE, TX 76262",877,KG 01 02 03 04 05 06 07 08 09 10 11 12,32.98,-97.21,(817) 490-5757,www.westlakeacademy.org,739,-10821449.004430613,3893299.867726657
057828001,WINFREE ACADEMY CHARTER SCHOOL (IRVING),057828,WINFREE ACADEMY CHARTER SCHOOLS,3110 SKYWAY CIR S,IRVING,"75,038","3110 SKYWAY CIR S, IRVING, TX 75038",132,09 10 11 12,32.87,-96.99,(972) 251-2010,www.winfreeacademy.com,740,-10796702.589232093,3878003.5165037396
057828002,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),057828,WINFREE ACADEMY CHARTER SCHOOLS,341 BENNETT LN,LEWISVILLE,"75,057","341 BENNETT LN, LEWISVILLE, TX 75057",170,09 10 11 12,33.03,-96.99,(214) 222-2200,www.winfreeacademy.com,741,-10796754.515321767,3899047.6402112423
